snapshotAt,season,date,market,marketDisplay,baseMarket,isAltMarket,player,team,opponent,pitcher,line,americanOdds,finalProbabilityPercent,sportsbookImpliedPercent,finalEdgePercent,confidence,recommendation,weatherAdjustmentPercent,savantAdjustmentPercent,oddsMovementAdjustmentPercent,missingData,originalMarket,rawLabel,marketFamily
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases,Batter Total Bases,batter_total_bases,,Liam Hicks,MIA,PHI,Aaron Nola,1.5,149.0,51.78,40.16,11.62,Medium,Positive edge,-0.18,1.2,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Brandon Marsh,PHI,MIA,Janson Junk,0.5,159.0,50.21,38.61,11.6,Medium,Positive edge,-0.13,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Francisco Alvarez,NYM,COL,Tomoyuki Sugano,1.5,168.0,48.8,37.31,11.48,Medium,Positive edge,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases,Batter Total Bases,batter_total_bases,,Kevin McGonigle,DET,BOS,Payton Tolle,1.5,146.0,52.12,40.65,11.47,Medium,Positive edge,0.96,1.2,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Dillon Dingler,DET,BOS,Payton Tolle,0.5,157.0,50.36,38.91,11.45,Medium,Positive edge,0.4,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,JJ Wetherholt,STL,MIL,Chad Patrick,0.5,156.0,50.45,39.06,11.39,Medium,Positive edge,0.43,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Ian Happ,CHC,CIN,Chase Petty,0.5,152.0,50.78,39.68,11.1,Medium,Positive edge,-0.49,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases,Batter Total Bases,batter_total_bases,,Dillon Dingler,DET,BOS,Payton Tolle,1.5,136.0,53.41,42.37,11.04,Medium,Positive edge,0.96,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases,Batter Total Bases,batter_total_bases,,JJ Wetherholt,STL,MIL,Chad Patrick,1.5,136.0,53.34,42.37,10.97,Medium,Positive edge,0.89,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Jakob Marsee,MIA,PHI,Aaron Nola,0.5,155.0,50.16,39.22,10.94,Medium,Positive edge,-0.13,,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Garrett Mitchell,MIL,STL,Kyle Leahy,0.5,162.0,49.1,38.17,10.93,Medium,Positive edge,0.43,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Jonny DeLuca,TBR,TOR,Eric Lauer,0.5,155.0,50.09,39.22,10.87,Medium-High,Positive edge,,0.8,-1.5,PropLine game moneyline/total context | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Otto Lopez,MIA,PHI,Aaron Nola,0.5,100.0,60.77,50.0,10.77,Medium,Positive edge,-0.13,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases,Batter Total Bases,batter_total_bases,,Jasson Domínguez,NYY,BAL,Shane Baz,1.5,142.0,52.09,41.32,10.77,Medium,Positive edge,-0.14,,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,Over,batter
