date,player,market,line,american_odds,actual,over,team,opponent,book,side,game,event_id,team_moneyline,opponent_moneyline,game_total,open_team_moneyline,close_team_moneyline,moneyline_move,open_game_total,close_game_total,total_move,moneyline_implied_probability,favorite_status,team_implied_runs,opponent_implied_runs,opponent_implied_runs_proxy,recent_games,recent_rate,season_rate,rolling_avg_5,rolling_avg_10,rolling_avg_15,rolling_total_bases_10,rolling_hr_rate_15,rolling_k_rate_10,opponent_rate,pitcher_k_rate,pitcher_walk_rate,pitcher_hr_rate,team_k_rate,team_walk_rate,batter_k_rate,batter_walk_rate,barrel_rate,hard_hit_rate,xwoba,xba,xslg,park_factor,hit_factor,hr_factor,k_factor,temperature,wind_mph,pitcher,throws,bats,venue,roof
2026-05-03,Kyle Schwarber,batter_total_bases,1.5,110,2,1,PHI,MIA,Bovada,Over,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Kyle Schwarber,batter_total_bases,1.5,-145,2,1,PHI,MIA,Bovada,Under,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Kyle Stowers,batter_total_bases,1.5,120,1,0,MIA,PHI,Bovada,Over,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Kyle Stowers,batter_total_bases,1.5,-160,1,0,MIA,PHI,Bovada,Under,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Liam Hicks,batter_total_bases,1.5,-170,0,0,MIA,PHI,Bovada,Under,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Liam Hicks,batter_total_bases,1.5,130,0,0,MIA,PHI,Bovada,Over,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Otto Lopez,batter_total_bases,1.5,115,2,1,MIA,PHI,Bovada,Over,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Otto Lopez,batter_total_bases,1.5,-150,2,1,MIA,PHI,Bovada,Under,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Trea Turner,batter_total_bases,1.5,105,2,1,PHI,MIA,Bovada,Over,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Trea Turner,batter_total_bases,1.5,-135,2,1,PHI,MIA,Bovada,Under,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Xavier Edwards,batter_total_bases,1.5,130,1,0,MIA,PHI,Bovada,Over,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Xavier Edwards,batter_total_bases,1.5,-170,1,0,MIA,PHI,Bovada,Under,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Adolis García,batter_total_bases,1.5,129,0,0,PHI,MIA,Underdog Fantasy,Over,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Adolis García,batter_total_bases,1.5,-176,0,0,PHI,MIA,Underdog Fantasy,Under,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Alec Bohm,batter_total_bases,1.5,134,1,0,PHI,MIA,Underdog Fantasy,Over,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Alec Bohm,batter_total_bases,1.5,-182,1,0,PHI,MIA,Underdog Fantasy,Under,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
