snapshotAt,gradedAt,season,date,market,player,team,opponent,pitcher,line,americanOdds,actualStat,result,profitUnits,finalProbabilityPercent,sportsbookImpliedPercent,finalEdgePercent,confidence,recommendation,weatherAdjustmentPercent,savantAdjustmentPercent,oddsMovementAdjustmentPercent,missingData,gradeNote
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Liam Hicks,MIA,PHI,Aaron Nola,0.5,170.0,0.0,loss,-1.0,50.08,37.04,13.05,Medium,Positive edge,-0.13,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Marcus Semien,NYM,COL,Tomoyuki Sugano,1.5,188.0,0.0,loss,-1.0,47.76,34.72,13.04,Medium,Positive edge,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Juan Soto,NYM,COL,Tomoyuki Sugano,1.5,156.0,0.0,loss,-1.0,51.99,39.06,12.93,Medium,Positive edge,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Mark Vientos,NYM,COL,Tomoyuki Sugano,1.5,186.0,1.0,loss,-1.0,47.86,34.97,12.89,Medium,Positive edge,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Trea Turner,PHI,MIA,Janson Junk,1.5,168.0,0.0,loss,-1.0,50.2,37.31,12.88,Medium,Positive edge,-0.13,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Kyle Stowers,MIA,PHI,Aaron Nola,0.5,167.0,2.0,win,1.67,50.25,37.45,12.8,Medium,Positive edge,-0.13,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Jordan Beck,COL,NYM,Huascar Brazobán,0.5,191.0,1.0,win,1.91,47.12,34.36,12.75,Medium-High,Positive edge,-0.53,0.8,,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,José Ramírez,CLE,KCR,Michael Wacha,0.5,195.0,1.0,win,1.95,46.5,33.9,12.6,Medium,Positive edge,0.54,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Liam Hicks,MIA,PHI,Aaron Nola,0.5,163.0,0.0,loss,-1.0,50.48,38.02,12.46,Medium,Positive edge,-0.13,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Pete Crow-Armstrong,CHC,CIN,Chase Petty,0.5,167.0,1.0,win,1.67,49.89,37.45,12.44,Medium,Positive edge,-0.49,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Ben Williamson,TBR,TOR,Eric Lauer,0.5,172.0,2.0,win,1.72,49.11,36.76,12.34,Medium-High,Positive edge,,0.8,-1.5,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,T.J. Rumfield,COL,NYM,Huascar Brazobán,0.5,159.0,0.0,loss,-1.0,50.81,38.61,12.2,Medium-High,Positive edge,-0.53,0.8,,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Kazuma Okamoto,TOR,TBR,Nick Martinez,0.5,195.0,1.0,win,1.95,45.96,33.9,12.06,Medium,Positive edge,,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Liam Hicks,MIA,PHI,Aaron Nola,0.5,158.0,0.0,loss,-1.0,50.77,38.76,12.01,Medium,Positive edge,-0.13,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Ben Williamson,TBR,TOR,Eric Lauer,0.5,167.0,2.0,win,1.67,49.38,37.45,11.93,Medium-High,Positive edge,,0.8,-1.5,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Dillon Dingler,DET,BOS,Payton Tolle,0.5,162.0,1.0,win,1.62,50.07,38.17,11.9,Medium,Positive edge,0.4,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Salvador Perez,KCR,CLE,Tanner Bibee,0.5,158.0,1.0,win,1.58,50.44,38.76,11.68,Medium,Positive edge,0.54,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases,Liam Hicks,MIA,PHI,Aaron Nola,1.5,149.0,0.0,loss,-1.0,51.78,40.16,11.62,Medium,Positive edge,-0.18,1.2,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Brandon Marsh,PHI,MIA,Janson Junk,0.5,159.0,1.0,win,1.59,50.21,38.61,11.6,Medium,Positive edge,-0.13,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Francisco Alvarez,NYM,COL,Tomoyuki Sugano,1.5,168.0,1.0,loss,-1.0,48.8,37.31,11.48,Medium,Positive edge,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases,Kevin McGonigle,DET,BOS,Payton Tolle,1.5,146.0,,ungraded,0.0,52.12,40.65,11.47,Medium,Positive edge,0.96,1.2,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,No batter game log found.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Dillon Dingler,DET,BOS,Payton Tolle,0.5,157.0,1.0,win,1.57,50.36,38.91,11.45,Medium,Positive edge,0.4,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,JJ Wetherholt,STL,MIL,Chad Patrick,0.5,156.0,2.0,win,1.56,50.45,39.06,11.39,Medium,Positive edge,0.43,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Ian Happ,CHC,CIN,Chase Petty,0.5,152.0,0.0,loss,-1.0,50.78,39.68,11.1,Medium,Positive edge,-0.49,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases,Dillon Dingler,DET,BOS,Payton Tolle,1.5,136.0,2.0,win,1.36,53.41,42.37,11.04,Medium,Positive edge,0.96,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases,JJ Wetherholt,STL,MIL,Chad Patrick,1.5,136.0,2.0,win,1.36,53.34,42.37,10.97,Medium,Positive edge,0.89,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Jakob Marsee,MIA,PHI,Aaron Nola,0.5,155.0,2.0,win,1.55,50.16,39.22,10.94,Medium,Positive edge,-0.13,,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Garrett Mitchell,MIL,STL,Kyle Leahy,0.5,162.0,0.0,loss,-1.0,49.1,38.17,10.93,Medium,Positive edge,0.43,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Jonny DeLuca,TBR,TOR,Eric Lauer,0.5,155.0,1.0,win,1.55,50.09,39.22,10.87,Medium-High,Positive edge,,0.8,-1.5,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter hits from game log.
